mapping_id	source_id	source_path	source_sha256	sha_status	observed_sha256	pathway_location	domain_candidate	content_type_candidate	target_contract	mapping_status	blockers	observed_review	source_preserved	content_modified
MAP-7.5-SRC-0076	SRC-0076	02_Internship/JMC_Exam_Practice/Sources_Phone/obgyn-main.md	973e9403b5731bee2f4cb2a3308bc5dfd3a6906bf09fe5ebc79333dbe1d93c04	MATCH	973e9403b5731bee2f4cb2a3308bc5dfd3a6906bf09fe5ebc79333dbe1d93c04	UNRESOLVED — no unique pathway location supported by Phase 5.6 evidence	Assessment	question_bank	question_bank	BLOCKED	PATHWAY_LOCATION_UNRESOLVED;SOURCE_VERSION_MISSING;PUBLISHER_OR_OWNER_MISSING;RIGHTS_METADATA_MISSING;TRACK_UNCONFIRMED;TAXONOMY_UNSUPPLIED;REVIEW_NOT_PERFORMED;CONTENT_LOCATOR_UNVERIFIED	clinical_review_status=NOT_PERFORMED; mapping_status=UNRESOLVED_REVIEW	true	false
MAP-7.5-SRC-0077	SRC-0077	02_Internship/JMC_Exam_Practice/Sources_Phone/obgyn-study-summary.md	7826588463334182241ae2a7143e16f990b7ded39340bae4cf592a0cd20cf066	MATCH	7826588463334182241ae2a7143e16f990b7ded39340bae4cf592a0cd20cf066	UNRESOLVED — no unique pathway location supported by Phase 5.6 evidence	Assessment	question_bank	question_bank	BLOCKED	PATHWAY_LOCATION_UNRESOLVED;SOURCE_VERSION_MISSING;PUBLISHER_OR_OWNER_MISSING;RIGHTS_METADATA_MISSING;TRACK_UNCONFIRMED;TAXONOMY_UNSUPPLIED;REVIEW_NOT_PERFORMED;CONTENT_LOCATOR_UNVERIFIED	clinical_review_status=NOT_PERFORMED; mapping_status=UNRESOLVED_REVIEW	true	false
MAP-7.5-SRC-0078	SRC-0078	02_Internship/JMC_Exam_Practice/Sources_Phone/pediatrics-main.md	189768c49b5be2df0a537a92d8c0a55ec0ea016d4f34ac10b314965a6eb10eac	MATCH	189768c49b5be2df0a537a92d8c0a55ec0ea016d4f34ac10b314965a6eb10eac	UNRESOLVED — no unique pathway location supported by Phase 5.6 evidence	Assessment	question_bank	question_bank	BLOCKED	PATHWAY_LOCATION_UNRESOLVED;SOURCE_VERSION_MISSING;PUBLISHER_OR_OWNER_MISSING;RIGHTS_METADATA_MISSING;TRACK_UNCONFIRMED;TAXONOMY_UNSUPPLIED;REVIEW_NOT_PERFORMED;CONTENT_LOCATOR_UNVERIFIED	clinical_review_status=NOT_PERFORMED; mapping_status=UNRESOLVED_REVIEW	true	false
MAP-7.5-SRC-0079	SRC-0079	02_Internship/JMC_Exam_Practice/Sources_Phone/pediatrics-summary-questions.md	608017bb39330062570d6faf664f74ec2c85573c426fb31c967161a560acd5ae	MATCH	608017bb39330062570d6faf664f74ec2c85573c426fb31c967161a560acd5ae	UNRESOLVED — no unique pathway location supported by Phase 5.6 evidence	Assessment	question_bank	question_bank	BLOCKED	PATHWAY_LOCATION_UNRESOLVED;SOURCE_VERSION_MISSING;PUBLISHER_OR_OWNER_MISSING;RIGHTS_METADATA_MISSING;TRACK_UNCONFIRMED;TAXONOMY_UNSUPPLIED;REVIEW_NOT_PERFORMED;CONTENT_LOCATOR_UNVERIFIED	clinical_review_status=NOT_PERFORMED; mapping_status=UNRESOLVED_REVIEW	true	false
MAP-7.5-SRC-0080	SRC-0080	02_Internship/JMC_Exam_Practice/Sources_Phone/pediatrics-summary.md	9d5404b0ca18949c0a0d1e514af8b87a9fb3824de9923ba9bd29680391225755	MATCH	9d5404b0ca18949c0a0d1e514af8b87a9fb3824de9923ba9bd29680391225755	UNRESOLVED — no unique pathway location supported by Phase 5.6 evidence	Assessment	question_bank	question_bank	BLOCKED	PATHWAY_LOCATION_UNRESOLVED;SOURCE_VERSION_MISSING;PUBLISHER_OR_OWNER_MISSING;RIGHTS_METADATA_MISSING;TRACK_UNCONFIRMED;TAXONOMY_UNSUPPLIED;REVIEW_NOT_PERFORMED;CONTENT_LOCATOR_UNVERIFIED	clinical_review_status=NOT_PERFORMED; mapping_status=UNRESOLVED_REVIEW	true	false
MAP-7.5-SRC-0081	SRC-0081	02_Internship/JMC_Exam_Practice/Sources_Phone/surgery-internship.md	91a73199e4eebbdc1d85abb8993d5a2ae488f41499699952091bb0a5dcec736f	MATCH	91a73199e4eebbdc1d85abb8993d5a2ae488f41499699952091bb0a5dcec736f	UNRESOLVED — no unique pathway location supported by Phase 5.6 evidence	Assessment	question_bank	question_bank	BLOCKED	PATHWAY_LOCATION_UNRESOLVED;SOURCE_VERSION_MISSING;PUBLISHER_OR_OWNER_MISSING;RIGHTS_METADATA_MISSING;TRACK_UNCONFIRMED;TAXONOMY_UNSUPPLIED;REVIEW_NOT_PERFORMED;CONTENT_LOCATOR_UNVERIFIED	clinical_review_status=NOT_PERFORMED; mapping_status=UNRESOLVED_REVIEW	true	false
MAP-7.5-SRC-0082	SRC-0082	02_Internship/JMC_Exam_Practice/Sources_Phone/surgery-summary.md	641fcea76723575ef7e6ac94b6d643f1c65e66a060848731823f87b55ab9e9b6	MATCH	641fcea76723575ef7e6ac94b6d643f1c65e66a060848731823f87b55ab9e9b6	UNRESOLVED — no unique pathway location supported by Phase 5.6 evidence	Assessment	question_bank	question_bank	BLOCKED	PATHWAY_LOCATION_UNRESOLVED;SOURCE_VERSION_MISSING;PUBLISHER_OR_OWNER_MISSING;RIGHTS_METADATA_MISSING;TRACK_UNCONFIRMED;TAXONOMY_UNSUPPLIED;REVIEW_NOT_PERFORMED;CONTENT_LOCATOR_UNVERIFIED	clinical_review_status=NOT_PERFORMED; mapping_status=UNRESOLVED_REVIEW	true	false
MAP-7.5-SRC-0083	SRC-0083	02_Internship/JMC_Exam_Practice/Sources_Phone/_manifest.md	7c4bdd6c7e9a0bde90f4372f4b63bb2c730cf2b9bb5db92d39df77688eb4f3e8	MATCH	7c4bdd6c7e9a0bde90f4372f4b63bb2c730cf2b9bb5db92d39df77688eb4f3e8	UNRESOLVED — no unique pathway location supported by Phase 5.6 evidence	Assessment	question_bank	question_bank	BLOCKED	PATHWAY_LOCATION_UNRESOLVED;SOURCE_VERSION_MISSING;PUBLISHER_OR_OWNER_MISSING;RIGHTS_METADATA_MISSING;TRACK_UNCONFIRMED;TAXONOMY_UNSUPPLIED;REVIEW_NOT_PERFORMED;CONTENT_LOCATOR_UNVERIFIED	clinical_review_status=NOT_PERFORMED; mapping_status=UNRESOLVED_REVIEW	true	false
MAP-7.5-SRC-0090	SRC-0090	02_Internship/Logbook/Logbook_Requirements.md	8537c2e245f2240e3df6c66dd6191c17de03832a554e445ee0b4f355c899bad8	MATCH	8537c2e245f2240e3df6c66dd6191c17de03832a554e445ee0b4f355c899bad8	Learning Engine > Progress	Skills / Procedures	clinical_skill	Skills schema candidate — explicit contract required	BLOCKED	SOURCE_VERSION_MISSING;PUBLISHER_OR_OWNER_MISSING;RIGHTS_METADATA_MISSING;TRACK_UNCONFIRMED;TAXONOMY_UNSUPPLIED;REVIEW_NOT_PERFORMED;CONTENT_LOCATOR_UNVERIFIED	clinical_review_status=NOT_PERFORMED; mapping_status=CANDIDATE_REVIEW_REQUIRED	true	false
MAP-7.5-SRC-0094	SRC-0094	02_Internship/OSCE/OSCE_Internship_Framework.md	e0b5d40f2fd4ca2cca65ba6dec73c826b3ff6076a06865e26afa7fd0198a91c9	MATCH	e0b5d40f2fd4ca2cca65ba6dec73c826b3ff6076a06865e26afa7fd0198a91c9	Learning Engine > OSCE	Skills / Procedures	clinical_skill	Skills schema candidate — explicit contract required	BLOCKED	SOURCE_VERSION_MISSING;PUBLISHER_OR_OWNER_MISSING;RIGHTS_METADATA_MISSING;TRACK_UNCONFIRMED;TAXONOMY_UNSUPPLIED;REVIEW_NOT_PERFORMED;CONTENT_LOCATOR_UNVERIFIED	clinical_review_status=NOT_PERFORMED; mapping_status=CANDIDATE_REVIEW_REQUIRED	true	false
MAP-7.5-SRC-0095	SRC-0095	02_Internship/OSCE/README.md	18356f2b7d2ae19d5290ad486229afdb900b0085a0d25dff0b607a1f6b699b88	MATCH	18356f2b7d2ae19d5290ad486229afdb900b0085a0d25dff0b607a1f6b699b88	Learning Engine > OSCE	Skills / Procedures	clinical_skill	Skills schema candidate — explicit contract required	BLOCKED	SOURCE_VERSION_MISSING;PUBLISHER_OR_OWNER_MISSING;RIGHTS_METADATA_MISSING;TRACK_UNCONFIRMED;TAXONOMY_UNSUPPLIED;REVIEW_NOT_PERFORMED;CONTENT_LOCATOR_UNVERIFIED	clinical_review_status=NOT_PERFORMED; mapping_status=CANDIDATE_REVIEW_REQUIRED	true	false
MAP-7.5-SRC-0111	SRC-0111	02_Internship/Study/Roadmap/README.md	a03ace5aec416597ccf949c2d258fa69b72ca473f08852f752711fcaaa7f3cab	MATCH	a03ace5aec416597ccf949c2d258fa69b72ca473f08852f752711fcaaa7f3cab	UNRESOLVED — no unique pathway location supported by Phase 5.6 evidence	Learning Content	lesson	lesson	BLOCKED	PATHWAY_LOCATION_UNRESOLVED;SOURCE_VERSION_MISSING;PUBLISHER_OR_OWNER_MISSING;RIGHTS_METADATA_MISSING;TRACK_UNCONFIRMED;TAXONOMY_UNSUPPLIED;REVIEW_NOT_PERFORMED;CONTENT_LOCATOR_UNVERIFIED	clinical_review_status=NOT_PERFORMED; mapping_status=UNRESOLVED_REVIEW	true	false
