Content ID,Title,Track,Source,Reviewer,Review Status,Review Date,Comments,Approval State
B1-KU-147,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-148,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-149,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-150,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-151,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-152,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-153,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-154,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-155,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-156,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-157,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-158,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-159,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-160,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-161,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-162,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-163,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-164,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-165,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-166,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-167,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-168,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-169,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-170,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-171,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-172,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-173,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-174,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-175,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-176,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-177,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-178,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-179,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-180,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-181,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-182,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-183,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-184,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-185,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-186,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-187,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-188,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-189,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-190,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-191,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-192,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-193,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-194,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-195,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-196,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-197,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-198,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-199,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-200,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-201,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-202,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-203,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-204,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-205,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-206,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-207,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-208,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-209,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-210,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-211,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-212,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-213,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-214,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-215,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-216,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-217,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-218,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-219,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-220,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-221,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-222,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-223,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-224,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-225,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-226,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-227,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-228,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-229,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-230,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-231,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-232,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-233,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-234,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-235,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-236,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-237,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-238,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-239,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-240,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-241,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-242,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-243,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-244,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-245,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-246,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-247,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-248,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-249,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-250,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-251,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-252,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-253,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-254,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-255,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-256,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-257,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-258,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-259,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-260,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-261,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-262,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-263,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-264,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-265,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-266,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-267,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-268,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-269,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
